"year","ASL","X1","X2","Regione","Macro_Area"
"2020","ASP AGRIGENTO",1.57263460508932,1.64237944065641,"Sicilia","Islands"
"2020","ASP CALTANISSETTA",1.2841035927948,1.97477344106982,"Sicilia","Islands"
"2020","ASP CATANIA",0.823375399916983,2.90623423913795,"Sicilia","Islands"
"2020","ASP CATANZARO",-0.0738116375006477,2.41409110510816,"Calabria","South"
"2020","ASP COSENZA",-0.285893426349716,2.24711891200594,"Calabria","South"
"2020","ASP CROTONE",0.125475523199287,2.31592610631162,"Calabria","South"
"2020","ASP DI TRAPANI",1.22676523610217,0.704561238237234,"Sicilia","Islands"
"2020","ASP ENNA",0.507967903433357,2.77017810575719,"Sicilia","Islands"
"2020","ASP MESSINA",0.596853617818496,1.57099871395041,"Sicilia","Islands"
"2020","ASP PALERMO",1.06633446393222,1.11951808490593,"Sicilia","Islands"
"2020","ASP RAGUSA",2.04488180190025,1.82586291564408,"Sicilia","Islands"
"2020","ASP REGGIO CALABRIA",-0.0295486653030988,1.56261131639886,"Calabria","South"
"2020","ASP SIRACUSA",2.19565087284017,2.83651484213911,"Sicilia","Islands"
"2020","ASP VIBO VALENTIA",-0.241153208349021,1.84416514141207,"Calabria","South"
"2020","ASREM",-0.675101897015819,1.99488618519918,"Molise","South"
"2020","AST1 DI PESARO E URBINO",0.577501116304397,1.43289160890609,"Marche","Centre"
"2020","AST2 DI ANCONA",-0.931500674101289,0.90583089421292,"Marche","Centre"
"2020","AST3 DI MACERATA",-0.574534944788608,-0.717494084563226,"Marche","Centre"
"2020","AST4 DI FERMO",-1.74219905173166,1.20123038840281,"Marche","Centre"
"2020","AST5 DI ASCOLI PICENO",-1.32187184600306,-0.737238115819305,"Marche","Centre"
"2020","ASU FRIULI CENTRALE",0.958962627286124,-5.74045061462262,"Friuli-Venezia Giulia","North-East"
"2020","ASU GIULIANO ISONTINA",0.302304028096955,-6.4073115943899,"Friuli-Venezia Giulia","North-East"
"2020","AT",4.06018751573055,2.21473774000866,"Piemonte","North-West"
"2020","ATS DELL'INSUBRIA",2.64837045069298,-1.79480075026026,"Lombardia","North-West"
"2020","ATS DELLA BRIANZA",1.79553827024187,-1.23972252859641,"Lombardia","North-West"
"2020","ATS DELLA CITTA' METROPOLITANA DI MILANO",1.58982345543397,-1.15942550181836,"Lombardia","North-West"
"2020","ATS DELLA MONTAGNA",2.26679593033906,-2.68459257860134,"Lombardia","North-West"
"2020","ATS DELLA VAL PADANA",0.105550244553954,-2.42464010899617,"Lombardia","North-West"
"2020","ATS DI BERGAMO",0.608553364783366,-1.50182394863632,"Lombardia","North-West"
"2020","ATS DI BRESCIA",0.367610041157333,-2.88833218924544,"Lombardia","North-West"
"2020","ATS DI PAVIA",1.74455368177001,-0.69850433781452,"Lombardia","North-West"
"2020","AUSL UMBRIA N 1",-3.2068915846774,0.576871772663375,"Umbria","Centre"
"2020","AUSL UMBRIA N 2",-3.54358202973703,0.978385518495993,"Umbria","Centre"
"2020","AVEZZANO SULMONA L'AQUILA",-1.73734732429978,2.47413604893996,"Abruzzo","South"
"2020","AZIENDA SANITARIA DELLA PA DI BOLZANO",-1.04425186146571,-3.33279591788012,"Trentino-Alto Adige","North-East"
"2020","AZIENDA SANITARIA LOCALE DI MATERA ASM",-0.342049163242684,1.22916097540463,"Basilicata","South"
"2020","AZIENDA SANITARIA LOCALE DI POTENZA ASP",-0.474565303618778,1.9059549483536,"Basilicata","South"
"2020","AZIENDA ULSS N 1 DOLOMITI",-0.728626175557078,-3.9503812414669,"Veneto","North-East"
"2020","AZIENDA ULSS N 2 MARCA TREVIGIANA",-1.1765495804046,-5.1150240306926,"Veneto","North-East"
"2020","AZIENDA ULSS N 3 SERENISSIMA",-2.86040355221382,-4.76757596140481,"Veneto","North-East"
"2020","AZIENDA ULSS N 4 VENETO ORIENTALE",-0.380133544128895,-5.32027782413369,"Veneto","North-East"
"2020","AZIENDA ULSS N 5 POLESANA",-3.70272220039421,-2.42465681963921,"Veneto","North-East"
"2020","AZIENDA ULSS N 6 EUGANEA",-2.01918478832104,-3.92473411473221,"Veneto","North-East"
"2020","AZIENDA ULSS N 7 PEDEMONTANA",-2.26551485711858,-2.61253493825366,"Veneto","North-East"
"2020","AZIENDA ULSS N 8 BERICA",-1.74966199301577,-3.16343268844388,"Veneto","North-East"
"2020","AZIENDA ULSS N 9 SCALIGERA",-1.15920202608105,-3.11350608641435,"Veneto","North-East"
"2020","AZIENDA USL BOLOGNA",-2.59477816005639,-1.19269136182849,"Emilia-Romagna","North-East"
"2020","AZIENDA USL DELLA ROMAGNA",-2.00815002609523,-0.669657532312383,"Emilia-Romagna","North-East"
"2020","AZIENDA USL FERRARA",-3.82295283188384,-2.30601567516757,"Emilia-Romagna","North-East"
"2020","AZIENDA USL IMOLA",-2.01080026437455,-0.759073829950346,"Emilia-Romagna","North-East"
"2020","AZIENDA USL MODENA",-1.29134675395764,-1.57992351306135,"Emilia-Romagna","North-East"
"2020","AZIENDA USL PARMA",-0.178004171442749,-1.50598385516634,"Emilia-Romagna","North-East"
"2020","AZIENDA USL PIACENZA",1.61967409541666,-1.9769740943007,"Emilia-Romagna","North-East"
"2020","AZIENDA USL REGGIO EMILIA",-0.658693436494894,-1.33677282937358,"Emilia-Romagna","North-East"
"2020","AZIENDA USL TOSCANA CENTRO",-2.24909967917164,0.746058993655428,"Toscana","Centre"
"2020","AZIENDA USL TOSCANA NORD OVEST",-1.35083900965396,0.176429348803576,"Toscana","Centre"
"2020","AZIENDA USL TOSCANA SUD EST",-2.98628313218231,1.107867997659,"Toscana","Centre"
"2020","AZIENDA USL VALLE D'AOSTA",4.94364036017035,-0.360983500618163,"Valle d'Aosta","North-West"
"2020","BI",3.98465185004426,-1.98459181896862,"Piemonte","North-West"
"2020","CHIAVARESE",0.833543425047205,1.00457022348746,"Liguria","North-West"
"2020","CN1",4.49376238151824,1.77253037406367,"Piemonte","North-West"
"2020","CN2",4.76075049491588,0.865947824115438,"Piemonte","North-West"
